"Tilda UID";Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;"Price Old";Editions;Modifications;"External ID";"Parent UID";"Characteristics:Назначение кожи";"Characteristics:Тип сырья";"Characteristics:Вид кожи";"Characteristics:Минимальный заказ";Characteristics:Цвет;Characteristics:Особенности;Characteristics:Сорт;"Characteristics:Размер шкур";"Characteristics:Толщина (мм)";"Characteristics:Страна производства";"Characteristics:Вид покрытия";"Characteristics:Тип молнии";"Characteristics:Вид соединения";"Characteristics:Цвет тесьмы";"Characteristics:Цвет металла";Characteristics:Длина;"Characteristics:Происхождение сырья";Characteristics:Диаметр;Weight;Length;Width;Height;Unit;Portion;Url
821863026422;;;;"Дубленочный;Дубленка / Меринилло;Новинки";"Дубленочный материал Меринилло ""Beige""";;;https://static.tildacdn.com/stor3462-3730-4663-b534-336138633165/27876566.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;BnBUIABtdxj1sJXlUtVS;;Одежная;Овчина;Дубленка;;Бежевый;;;"5-6 фут2";;;;;;;;;Испания;;0;0;0;0;FOT;1;https://ozelifkoja.ru/dublyonka/tproduct/821863026422-dublenochnii-material-merinillo-beige
525376360172;;;;;"Дубленочный материал Меринилло ""Beige"" - фут2 - Оттенок бежевого";;;;11.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок бежевого #d4b088";;otTEjO45jBmnzj7bRuS3;821863026422;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/821863026422-dublenochnii-material-merinillo-beige?editionuid=525376360172
507518434872;;;;;"Дубленочный материал Меринилло ""Beige"" - дм2 - Оттенок бежевого";;;;1.18;;;"Единица измерения:дм2;Оттенок цвета:Оттенок бежевого #d4b088";;en1KMIjGxs9v4a7ZnnuM;821863026422;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/821863026422-dublenochnii-material-merinillo-beige?editionuid=507518434872
970909198732;;;;"Дубленочный;Дубленка / Керли";"Дубленочный материал Кёрли ""Marocco Taba""";;;https://static.tildacdn.com/stor3866-6566-4432-a134-623864363863/46076560.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;nAkCFXuf1G885VIpsvjX;;Одежная;Овчина;Дубленка;;Коричневый;;;"6-7 фут2";;;Замша;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/dublyonka/tproduct/970909198732-dublenochnii-material-kyorli-marocco-tab
765859056822;;;;;"Дубленочный материал Кёрли ""Marocco Taba"" - фут2 - Оттенок коричневого";;;;9.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок коричневого #6e3b12";;xLLA1ua5YkTHkIcuMMlv;970909198732;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/970909198732-dublenochnii-material-kyorli-marocco-tab?editionuid=765859056822
737242524562;;;;;"Дубленочный материал Кёрли ""Marocco Taba"" - дм2 - Оттенок коричневого";;;;0.96;;;"Единица измерения:дм2;Оттенок цвета:Оттенок коричневого #6e3b12";;jRIh4e2E1r8Yef7tm3S1;970909198732;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/970909198732-dublenochnii-material-kyorli-marocco-tab?editionuid=737242524562
777314676412;;;;"Дубленочный;Дубленка / Тиградо";"Дубленочный материал Тиградо ""Coffee&amp;Milk""";;;https://static.tildacdn.com/stor3335-3130-4161-b566-346162316238/27395425.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;dFG2OY9XsIjxSnJoFHPX;;Одежная;Овчина;Дубленка;;Бежевый;;;"3-4 фут2";;;Замша;;;;;;Италия;;0;0;0;0;FOT;1;https://ozelifkoja.ru/dublyonka/tproduct/777314676412-dublenochnii-material-tigrado-coffeeampm
342626926662;;;;;"Дубленочный материал Тиградо ""Coffee&amp;Milk"" - фут2 - Оттенок бежевого";;;;15.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок бежевого #d4b088";;SeFtXlpJoA0oat1RRgLr;777314676412;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/777314676412-dublenochnii-material-tigrado-coffeeampm?editionuid=342626926662
338293876592;;;;;"Дубленочный материал Тиградо ""Coffee&amp;Milk"" - дм2 - Оттенок бежевого";;;;1.61;;;"Единица измерения:дм2;Оттенок цвета:Оттенок бежевого #d4b088";;faSTIy8OPcKkPMi9kLrk;777314676412;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/777314676412-dublenochnii-material-tigrado-coffeeampm?editionuid=338293876592
229448655532;;;;"Дубленочный;Дубленка / Меринос;Распродажа";"Дубленочный материал Меринос ""Navy""";;;https://static.tildacdn.com/stor3131-6431-4632-b461-323337306234/54506544.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;KMHlg45gC7E6lBp5ASGU;;Одежная;Овчина;Дубленка;;Синий;;;"7-8 фут2";;;Кожа;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/dublyonka/tproduct/229448655532-dublenochnii-material-merinos-navy
311026369742;;;;;"Дубленочный материал Меринос ""Navy"" - фут2 - Оттенок синего";;;;7.00;;10;"Единица измерения:фут2;Оттенок цвета:Оттенок синего #0938f0";;jtr3dp1FkIhcCp4lovmg;229448655532;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/229448655532-dublenochnii-material-merinos-navy?editionuid=311026369742
243200981492;;;;;"Дубленочный материал Меринос ""Navy"" - дм2 - Оттенок синего";;;;0.75;;1.07;"Единица измерения:дм2;Оттенок цвета:Оттенок синего #0938f0";;tdUjJ2Er3B9TuNrSl1So;229448655532;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/229448655532-dublenochnii-material-merinos-navy?editionuid=243200981492
120963670042;;;;"Дубленочный;Дубленка / Керли;Новинки";"Дубленочный материал Кёрли ""Suede&amp;Black""";;;https://static.tildacdn.com/stor3530-6335-4437-a636-663963363465/47469541.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;IZvUeF4O9tI575AukYU8;;Одежная;Овчина;Дубленка;;Чёрный;;;"6-7 фут2";;;Замша;;;;;;Испания;;0;0;0;0;FOT;1;https://ozelifkoja.ru/dublyonka/tproduct/120963670042-dublenochnii-material-kyorli-suedeampbla
251881747832;;;;;"Дубленочный материал Кёрли ""Suede&amp;Black"" - фут2 - Оттенок черного";;;;13.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок черного #000000";;bJteAdXJGZ2tE67izyXP;120963670042;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/120963670042-dublenochnii-material-kyorli-suedeampbla?editionuid=251881747832
918622685062;;;;;"Дубленочный материал Кёрли ""Suede&amp;Black"" - дм2 - Оттенок черного";;;;1.40;;;"Единица измерения:дм2;Оттенок цвета:Оттенок черного #000000";;7yBTxc6lN3AtCJBMpgSb;120963670042;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/120963670042-dublenochnii-material-kyorli-suedeampbla?editionuid=918622685062
949897016882;;;;"Дубленочный;Дубленка / Керли";"Дубленочный материал Кёрли ""Toffy Beige""";;;https://static.tildacdn.com/stor3839-6334-4164-a466-643130646236/72138038.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;r2XdVVatAAVUfyNAvioP;;Одежная;Овчина;Дубленка;;Бежевый;;;"5-6 фут2";;;Кожа;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/dublyonka/tproduct/949897016882-dublenochnii-material-kyorli-toffy-beige
782803774032;;;;;"Дубленочный материал Кёрли ""Toffy Beige"" - фут2 - Оттенок бежевого";;;;8.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок бежевого #d4b088";;xTug7eOCCmn61S8XGzjr;949897016882;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/949897016882-dublenochnii-material-kyorli-toffy-beige?editionuid=782803774032
558296950082;;;;;"Дубленочный материал Кёрли ""Toffy Beige"" - дм2 - Оттенок бежевого";;;;0.86;;;"Единица измерения:дм2;Оттенок цвета:Оттенок бежевого #d4b088";;c4TBtsO8hkEXanj1YVP2;949897016882;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/949897016882-dublenochnii-material-kyorli-toffy-beige?editionuid=558296950082
681273705772;;;;"Дубленочный;Дубленка / Керли";"Дубленочный материал Кёрли ""Brown&amp;Silky""";;;https://static.tildacdn.com/stor6136-6165-4730-b536-353563396235/63695410.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;ljzKBCOpEOUJNLA3sDMO;;Одежная;Овчина;Дубленка;;Коричневый;;;"6-7 фут2";;;Кожа;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/dublyonka/tproduct/681273705772-dublenochnii-material-kyorli-brownampsil
992980258302;;;;;"Дубленочный материал Кёрли ""Brown&amp;Silky"" - фут2 - Оттенок коричневого";;;;9.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок коричневого #6e3b12";;SbkY6jbF19XKvK0B4A1D;681273705772;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/681273705772-dublenochnii-material-kyorli-brownampsil?editionuid=992980258302
436408295572;;;;;"Дубленочный материал Кёрли ""Brown&amp;Silky"" - дм2 - Оттенок коричневого";;;;0.96;;;"Единица измерения:дм2;Оттенок цвета:Оттенок коричневого #6e3b12";;1A7xMF8mIk0DBUVyaAiK;681273705772;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/681273705772-dublenochnii-material-kyorli-brownampsil?editionuid=436408295572
403059338952;;;;"Дубленочный;Дубленка / Керли;Распродажа";"Дубленочный материал Кёрли ""Dark Brown""";;;https://static.tildacdn.com/stor3761-3132-4363-a631-646436663931/89551452.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;SsG7GoX9AnG2dgnfMIlf;;Одежная;Овчина;Дубленка;;Коричневый;;;"6-7 фут2";;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/dublyonka/tproduct/403059338952-dublenochnii-material-kyorli-dark-brown
849493891042;;;;;"Дубленочный материал Кёрли ""Dark Brown"" - фут2 - Оттенок коричневого";;;;8.00;;10;"Единица измерения:фут2;Оттенок цвета:Оттенок коричневого #6e3b12";;7LVSm1lPx8TMfDseU5S2;403059338952;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/403059338952-dublenochnii-material-kyorli-dark-brown?editionuid=849493891042
168551810942;;;;;"Дубленочный материал Кёрли ""Dark Brown"" - дм2 - Оттенок коричневого";;;;0.86;;1.07;"Единица измерения:дм2;Оттенок цвета:Оттенок коричневого #6e3b12";;x2mDVRpnNfHCgiGl45LA;403059338952;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/403059338952-dublenochnii-material-kyorli-dark-brown?editionuid=168551810942
406215650612;;;;"Дубленочный;Дубленка / Тоскана";"Дубленочный материал Тоскана ""Bej""";;;https://static.tildacdn.com/stor3330-6637-4934-a563-333233306137/70447345.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;Utav0VFmHdjYz081ohB0;;Одежная;Овчина;Дубленка;;Бежевый;;;"4-5 фут2";;;;;;;;;Греция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/dublyonka/tproduct/406215650612-dublenochnii-material-toskana-bej
192760944882;;;;;"Дубленочный материал Тоскана ""Bej"" - фут2 - Оттенок бежевого";;;;15.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок бежевого #d4b088";;HCCcgAxYRsHZvkKrIen9;406215650612;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/406215650612-dublenochnii-material-toskana-bej?editionuid=192760944882
883807255522;;;;;"Дубленочный материал Тоскана ""Bej"" - дм2 - Оттенок бежевого";;;;1.61;;;"Единица измерения:дм2;Оттенок цвета:Оттенок бежевого #d4b088";;fVfdyJynnUUEjII0jIdk;406215650612;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/406215650612-dublenochnii-material-toskana-bej?editionuid=883807255522
985153653922;;;;"Дубленочный;Дубленка / Тиградо";"Дубленочный материал Тиградо ""Luna""";;;https://static.tildacdn.com/stor3863-3961-4364-a663-356430356138/78888566.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;AfVphBYo8Ot4B79vGY9f;;Одежная;Овчина;Дубленка;;Бежевый;;;"3-4 фут2";;;Кожа;;;;;;Италия;;0;0;0;0;FOT;1;https://ozelifkoja.ru/dublyonka/tproduct/985153653922-dublenochnii-material-tigrado-luna
637723123242;;;;;"Дубленочный материал Тиградо ""Luna"" - фут2 - Оттенок бежевого";;;;15.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок бежевого #d4b088";;Hb8E8tXtm8ZeVJ2YF67M;985153653922;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/985153653922-dublenochnii-material-tigrado-luna?editionuid=637723123242
581670303502;;;;;"Дубленочный материал Тиградо ""Luna"" - дм2 - Оттенок бежевого";;;;1.61;;;"Единица измерения:дм2;Оттенок цвета:Оттенок бежевого #d4b088";;ZPyUhgzBJk2GA7EufJKm;985153653922;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/985153653922-dublenochnii-material-tigrado-luna?editionuid=581670303502
361870710602;;;;"Дубленочный;Дубленка / Меринос;Распродажа";"Дубленочный материал Меринос ""Brown Breez""";;;https://static.tildacdn.com/stor6133-3863-4833-b436-313864326335/48443144.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;d8IZYLSplI5Z0yueKKlv;;Одежная;Овчина;Дубленка;;Коричневый;;;"7-8 фут2";;;;;;;;;Турция;;0;0;0;0;FOT;1;https://ozelifkoja.ru/dublyonka/tproduct/361870710602-dublenochnii-material-merinos-brown-bree
902270159032;;;;;"Дубленочный материал Меринос ""Brown Breez"" - фут2 - Оттенок коричневого";;;;7.00;;10;"Единица измерения:фут2;Оттенок цвета:Оттенок коричневого #6e3b12";;KaJxF4PLFgO8m2htsOXz;361870710602;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/361870710602-dublenochnii-material-merinos-brown-bree?editionuid=902270159032
967635849182;;;;;"Дубленочный материал Меринос ""Brown Breez"" - дм2 - Оттенок коричневого";;;;0.75;;1.07;"Единица измерения:дм2;Оттенок цвета:Оттенок коричневого #6e3b12";;dFdv6pBZY3ViXcCRAZxu;361870710602;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/361870710602-dublenochnii-material-merinos-brown-bree?editionuid=967635849182
403871772402;;;;"Дубленочный;Дубленка / Тиградо";"Дубленочный материал Тиградо ""Caramel""";;;https://static.tildacdn.com/stor6231-3664-4534-a264-653037646136/65709757.jpg;;;;"product_options:[{""title"":""Единица измерения"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}},{""title"":""Оттенок цвета"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;Mgk6JURBPOkuozTCGxDR;;Одежная;Овчина;Дубленка;;Коричневый;;;"3-4 фут2";;;Замша;;;;;;Италия;;0;0;0;0;FOT;1;https://ozelifkoja.ru/dublyonka/tproduct/403871772402-dublenochnii-material-tigrado-caramel
518635094522;;;;;"Дубленочный материал Тиградо ""Caramel"" - фут2 - Оттенок коричневого";;;;15.00;;;"Единица измерения:фут2;Оттенок цвета:Оттенок коричневого #6e3b12";;9DA3pNvTv7sNaMSG7g7p;403871772402;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/403871772402-dublenochnii-material-tigrado-caramel?editionuid=518635094522
839869693162;;;;;"Дубленочный материал Тиградо ""Caramel"" - дм2 - Оттенок коричневого";;;;1.61;;;"Единица измерения:дм2;Оттенок цвета:Оттенок коричневого #6e3b12";;gHo2oflCEeAv7aOgv9UT;403871772402;;;;;;;;;;;;;;;;;;;0;0;0;0;;;https://ozelifkoja.ru/dublyonka/tproduct/403871772402-dublenochnii-material-tigrado-caramel?editionuid=839869693162
